scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
öğrenmek-ustalaşmak,Rus sanat tarihi konusunu öğrenmiş.,Rus sanat tarihi konusunda ustalaşmış.,Rus sanat tarihi konusunu öğrenmemiş.,Rus sanat tarihi konusunda ustalaşmamış.,"Rus sanat tarihi konusunu öğrenmiş, hatta onda ustalaşmış.","Rus sanat tarihi konusunu öğrenmiş, belki de onda ustalaşmış.",Rus sanat tarihi konusunu öğrenmiş ama onda ustalaşmamış.,"Rus sanat tarihi konusunda ustalaşmamış, hatta onu öğrenmemiş bile.","Rus sanat tarihi konusunda ustalaşmamış, belki onu öğrenmemiş bile.",Rus sanat tarihi konusunda ustalaşmamış ama onu öğrenmiş.
algılamak-kavramak,Bu sunumda ne yapması gerektiğini algıladı.,Bu sunumda ne yapması gerektiğini kavradı.,Bu sunumda ne yapması gerektiğini algılamadı.,Bu sunumda ne yapması gerektiğini kavramadı.,"Bu sunumda ne yapması gerektiğini algıladı, hatta kavradı.","Bu sunumda ne yapması gerektiğini algıladı, belki de kavradı.",Bu sunumda ne yapması gerektiğini algıladı ama kavramadı.,"Bu sunumda ne yapması gerektiğini kavramadı, hatta algılamadı bile.","Bu sunumda ne yapması gerektiğini kavramadı, belki algılamadı bile.",Bu sunumda ne yapması gerektiğini kavramadı ama algıladı.
algılamak-kavramak,Öngördüğümüz geleceği algılamış.,Öngördüğümüz geleceği kavramış.,Öngördüğümüz geleceği algılamamış.,Öngördüğümüz geleceği kavramamış.,"Öngördüğümüz geleceği algılamış, hatta kavramış.","Öngördüğümüz geleceği algılamış, belki de kavramış.",Öngördüğümüz geleceği algılamış ama kavramamış.,"Öngördüğümüz geleceği kavramamış, hatta algılamamış bile.","Öngördüğümüz geleceği kavramamış, belki algılamamış bile.",Öngördüğümüz geleceği kavramamış ama algılamış.
algılamak-kavramak,Gelecek yıla dair tahmin ettiklerimizi algıladılar.,Gelecek yıla dair tahmin ettiklerimizi kavradılar.,Gelecek yıla dair tahmin ettiklerimizi algılamadılar.,Gelecek yıla dair tahmin ettiklerimizi kavramadılar.,"Gelecek yıla dair tahmin ettiklerimizi algıladılar, hatta kavradılar.","Gelecek yıla dair tahmin ettiklerimizi algıladılar, belki de kavradılar.",Gelecek yıla dair tahmin ettiklerimizi algıladılar ama kavramadılar.,"Gelecek yıla dair tahmin ettiklerimizi kavramadılar, hatta algılamadılar bile.","Gelecek yıla dair tahmin ettiklerimizi kavramadılar, belki algılamadılar bile.",Gelecek yıla dair tahmin ettiklerimizi kavramadılar ama algıladılar.
algılamak-kavramak,Size verilen direktifleri algıladınız.,Size verilen direktifleri kavradınız.,Size verilen direktifleri algılamadınız.,Size verilen direktifleri kavramadınız.,"Size verilen direktifleri algıladınız, hatta kavradınız.","Size verilen direktifleri algıladınız, belki de kavradınız.",Size verilen direktifleri algıladınız ama kavramadınız.,"Size verilen direktifleri kavramadınız, hatta algılamadınız bile.","Size verilen direktifleri kavramadınız, belki algılamadınız bile.",Size verilen direktifleri kavramadınız ama algıladınız.
algılamak-kavramak,Son yıllardaki satış trendini algılamıştınız.,Son yıllardaki satış trendini kavramıştınız.,Son yıllardaki satış trendini algılamamıştınız.,Son yıllardaki satış trendini kavramamamıştınız.,"Son yıllardaki satış trendini algılamıştınız, hatta kavramıştınız.","Son yıllardaki satış trendini algılamıştınız, belki de kavramıştınız.",Son yıllardaki satış trendini algılamıştınız ama kavramamıştınız.,"Son yıllardaki satış trendini kavramamamıştınız, hatta algılamamıştınız bile.","Son yıllardaki satış trendini kavramamamıştınız, belki algılamamıştınız bile.",Son yıllardaki satış trendini kavramamamıştınız ama algılamıştınız.
algılamak-kavramak,Reklam ekibinin konuşmasının içeriğini algıladık.,Reklam ekibinin konuşmasının içeriğini kavradık.,Reklam ekibinin konuşmasının içeriğini algılamadık.,Reklam ekibinin konuşmasının içeriğini kavramadık.,"Reklam ekibinin konuşmasının içeriğini algıladık, hatta kavradık.","Reklam ekibinin konuşmasının içeriğini algıladık, belki de kavradık.",Reklam ekibinin konuşmasının içeriğini algıladık ama kavramadık.,"Reklam ekibinin konuşmasının içeriğini kavramadık, hatta algılamadık bile.","Reklam ekibinin konuşmasının içeriğini kavramadık, belki algılamadık bile.",Reklam ekibinin konuşmasının içeriğini kavramadık ama algıladık.
algılamak-kavramak,Patron yeni sektördeki zorlukları algılamış.,Patron yeni sektördeki zorlukları kavramış.,Patron yeni sektördeki zorlukları algılamamış.,Patron yeni sektördeki zorlukları kavramamış.,"Patron yeni sektördeki zorlukları algılamış, hatta kavramış.","Patron yeni sektördeki zorlukları algılamış, belki de kavramış.",Patron yeni sektördeki zorlukları algılamış ama kavramamış.,"Patron yeni sektördeki zorlukları kavramamış, hatta algılamamış bile.","Patron yeni sektördeki zorlukları kavramamış, belki algılamamış bile.",Patron yeni sektördeki zorlukları kavramamış ama algılamış.
algılamak-kavramak,Şarkının asıl anlamını algıladım.,Şarkının asıl anlamını kavradım.,Şarkının asıl anlamını algılamadım.,Şarkının asıl anlamını kavramadım.,"Şarkının asıl anlamını algıladım, hatta kavradım.","Şarkının asıl anlamını algıladım, belki de kavradım.",Şarkının asıl anlamını algıladım ama kavramadım.,"Şarkının asıl anlamını kavramadım, hatta algılamadım bile.","Şarkının asıl anlamını kavramadım, belki algılamadım bile.",Şarkının asıl anlamını kavramadım ama algıladım.
algılamak-kavramak,Bu romandaki karakterlerin hikayesini algıladım.,Bu romandaki karakterlerin hikayesini kavradım.,Bu romandaki karakterlerin hikayesini algılamadım.,Bu romandaki karakterlerin hikayesini kavramadım.,"Bu romandaki karakterlerin hikayesini algıladım, hatta kavradım.","Bu romandaki karakterlerin hikayesini algıladım, belki de kavradım.",Bu romandaki karakterlerin hikayesini algıladım ama kavramadım.,"Bu romandaki karakterlerin hikayesini kavramadım, hatta algılamadım bile.","Bu romandaki karakterlerin hikayesini kavramadım, belki algılamadım bile.",Bu romandaki karakterlerin hikayesini kavramadım ama algıladım.
algılamak-kavramak,Bu filmin konusunu algılamıştım.,Bu filmin konusunu kavramıştım.,Bu filmin konusunu algılamamıştım.,Bu filmin konusunu kavramamıştım.,"Bu filmin konusunu algılamıştım, hatta kavramıştım.","Bu filmin konusunu algılamıştım, belki de kavramıştım.",Bu filmin konusunu algılamıştım ama kavramamıştım.,"Bu filmin konusunu kavramamıştım, hatta algılamamıştım bile.","Bu filmin konusunu kavramamıştım, belki algılamamıştım bile.",Bu filmin konusunu kavramamıştım ama algılamıştım.
algılamak-kavramak,Bizden istenilenleri algıladık.,Bizden istenilenleri kavradık.,Bizden istenilenleri algılamadık.,Bizden istenilenleri kavramadık.,"Bizden istenilenleri algıladık, hatta kavradık.","Bizden istenilenleri algıladık, belki de kavradık.",Bizden istenilenleri algıladık ama kavramadık.,"Bizden istenilenleri kavramadık, hatta algılamadık bile.","Bizden istenilenleri kavramadık, belki algılamadık bile.",Bizden istenilenleri kavramadık ama algıladık.
algılamak-kavramak,Sunumdaki görsel ve sesleri algılamışlardı.,Sunumdaki görsel ve sesleri kavramışlardı.,Sunumdaki görsel ve sesleri algılamamışlardı.,Sunumdaki görsel ve sesleri kavramamışlardı.,"Sunumdaki görsel ve sesleri algılamışlardı, hatta kavramışlardı.","Sunumdaki görsel ve sesleri algılamışlardı, belki de kavramışlardı.",Sunumdaki görsel ve sesleri algılamışlardı ama kavramamışlardı.,"Sunumdaki görsel ve sesleri kavramamışlardı, hatta algılamamışlardı bile.","Sunumdaki görsel ve sesleri kavramamışlardı, belki algılamamışlardı bile.",Sunumdaki görsel ve sesleri kavramamışlardı ama algılamışlardı.
algılamak-kavramak,Bestecinin kafasındaki ritmi algılamışsın.,Bestecinin kafasındaki ritmi kavramışsın.,Bestecinin kafasındaki ritmi algılamamışsın.,Bestecinin kafasındaki ritmi kavramamışsın.,"Bestecinin kafasındaki ritmi algılamışsın, hatta kavramışsın.","Bestecinin kafasındaki ritmi algılamışsın, belki de kavramışsın.",Bestecinin kafasındaki ritmi algılamışsın ama kavramamışsın.,"Bestecinin kafasındaki ritmi kavramamışsın, hatta algılamamışsın bile.","Bestecinin kafasındaki ritmi kavramamışsın, belki algılamamışsın bile.",Bestecinin kafasındaki ritmi kavramamışsın ama algılamışsın.
algılamak-kavramak,Sanatçının bu tablodaki duygularını algılamıştı.,Sanatçının bu tablodaki duygularını kavramıştı.,Sanatçının bu tablodaki duygularını algılamamıştı.,Sanatçının bu tablodaki duygularını kavramamıştı.,"Sanatçının bu tablodaki duygularını algılamıştı, hatta kavramıştı.","Sanatçının bu tablodaki duygularını algılamıştı, belki de kavramıştı.",Sanatçının bu tablodaki duygularını algılamıştı ama kavramamıştı.,"Sanatçının bu tablodaki duygularını kavramamıştı, hatta algılamamıştı bile.","Sanatçının bu tablodaki duygularını kavramamıştı, belki algılamamıştı bile.",Sanatçının bu tablodaki duygularını kavramamıştı ama algılamıştı.
algılamak-kavramak,Konuşmacının bize karşı olan samimiyetini algıladık.,Konuşmacının bize karşı olan samimiyetini kavradık.,Konuşmacının bize karşı olan samimiyetini algılamadık.,Konuşmacının bize karşı olan samimiyetini kavramadık.,"Konuşmacının bize karşı olan samimiyetini algıladık, hatta kavradık.","Konuşmacının bize karşı olan samimiyetini algıladık, belki de kavradık.",Konuşmacının bize karşı olan samimiyetini algıladık ama kavramadık.,"Konuşmacının bize karşı olan samimiyetini kavramadık, hatta algılamadık bile.","Konuşmacının bize karşı olan samimiyetini kavramadık, belki algılamadık bile.",Konuşmacının bize karşı olan samimiyetini kavramadık ama algıladık.
algılamak-kavramak,Bu deneyin doğurabileceği sonuçları algıladın.,Bu deneyin doğurabileceği sonuçları kavradın.,Bu deneyin doğurabileceği sonuçları algılamadın.,Bu deneyin doğurabileceği sonuçları kavramadın.,"Bu deneyin doğurabileceği sonuçları algıladın, hatta kavradın.","Bu deneyin doğurabileceği sonuçları algıladın, belki de kavradın.",Bu deneyin doğurabileceği sonuçları algıladın ama kavramadın.,"Bu deneyin doğurabileceği sonuçları kavramadın, hatta algılamadın bile.","Bu deneyin doğurabileceği sonuçları kavramadın, belki algılamadın bile.",Bu deneyin doğurabileceği sonuçları kavramadın ama algıladın.
algılamak-kavramak,Bu ameliyatın muhtemel sonuçlarını algıladılar.,Bu ameliyatın muhtemel sonuçlarını kavradılar.,Bu ameliyatın muhtemel sonuçlarını algılamadılar.,Bu ameliyatın muhtemel sonuçlarını kavramadılar.,"Bu ameliyatın muhtemel sonuçlarını algıladılar, hatta kavradılar.","Bu ameliyatın muhtemel sonuçlarını algıladılar, belki de kavradılar.",Bu ameliyatın muhtemel sonuçlarını algıladılar ama kavramadılar.,"Bu ameliyatın muhtemel sonuçlarını kavramadılar, hatta algılamadılar bile.","Bu ameliyatın muhtemel sonuçlarını kavramadılar, belki algılamadılar bile.",Bu ameliyatın muhtemel sonuçlarını kavramadılar ama algıladılar.
algılamak-kavramak,Aynı toplumda yaşadığı insanların duygularını algılamıştı.,Aynı toplumda yaşadığı insanların duygularını kavramıştı.,Aynı toplumda yaşadığı insanların duygularını algılamamıştı.,Aynı toplumda yaşadığı insanların duygularını kavramamıştı.,"Aynı toplumda yaşadığı insanların duygularını algılamıştı, hatta kavramıştı.","Aynı toplumda yaşadığı insanların duygularını algılamıştı, belki de kavramıştı.",Aynı toplumda yaşadığı insanların duygularını algılamıştı ama kavramamıştı.,"Aynı toplumda yaşadığı insanların duygularını kavramamıştı, hatta algılamamıştı bile.","Aynı toplumda yaşadığı insanların duygularını kavramamıştı, belki algılamamıştı bile.",Aynı toplumda yaşadığı insanların duygularını kavramamıştı ama algılamıştı.
algılamak-kavramak,Geçen yılki problemi algılamıştık.,Geçen yılki problemi kavramıştık.,Geçen yılki problemi algılamamıştık.,Geçen yılki problemi kavramamıştık.,"Geçen yılki problemi algılamıştık, hatta kavramıştık.","Geçen yılki problemi algılamıştık, belki de kavramıştık.",Geçen yılki problemi algılamıştık ama kavramamıştık.,"Geçen yılki problemi kavramamıştık, hatta algılamamıştık bile.","Geçen yılki problemi kavramamıştık, belki algılamamıştık bile.",Geçen yılki problemi kavramamıştık ama algılamıştık.
algılamak-kavramak,Mektuptaki gizli mesajı algılamışsınız.,Mektuptaki gizli mesajı kavramışsınız.,Mektuptaki gizli mesajı algılamamışsınız.,Mektuptaki gizli mesajı kavramamışsınız.,"Mektuptaki gizli mesajı algılamışsınız, hatta kavramışsınız.","Mektuptaki gizli mesajı algılamışsınız, belki de kavramışsınız.",Mektuptaki gizli mesajı algılamışsınız ama kavramamışsınız.,"Mektuptaki gizli mesajı kavramamışsınız, hatta algılamamışsınız bile.","Mektuptaki gizli mesajı kavramamışsınız, belki algılamamışsınız bile.",Mektuptaki gizli mesajı kavramamışsınız ama algılamışsınız.
algılamak-kavramak,Yeni üretim müdürünün söylediklerini algıladık.,Yeni üretim müdürünün söylediklerini kavradık.,Yeni üretim müdürünün söylediklerini algılamadık.,Yeni üretim müdürünün söylediklerini kavramadık.,"Yeni üretim müdürünün söylediklerini algıladık, hatta kavradık.","Yeni üretim müdürünün söylediklerini algıladık, belki de kavradık.",Yeni üretim müdürünün söylediklerini algıladık ama kavramadık.,"Yeni üretim müdürünün söylediklerini kavramadık, hatta algılamadık bile.","Yeni üretim müdürünün söylediklerini kavramadık, belki algılamadık bile.",Yeni üretim müdürünün söylediklerini kavramadık ama algıladık.
algılamak-kavramak,Tatil köyünde gerçekleşen olayları algıladı.,Tatil köyünde gerçekleşen olayları kavradı.,Tatil köyünde gerçekleşen olayları algılamadı.,Tatil köyünde gerçekleşen olayları kavramadı.,"Tatil köyünde gerçekleşen olayları algıladı, hatta kavradı.","Tatil köyünde gerçekleşen olayları algıladı, belki de kavradı.",Tatil köyünde gerçekleşen olayları algıladı ama kavramadı.,"Tatil köyünde gerçekleşen olayları kavramadı, hatta algılamadı bile.","Tatil köyünde gerçekleşen olayları kavramadı, belki algılamadı bile.",Tatil köyünde gerçekleşen olayları kavramadı ama algıladı.
algılamak-kavramak,Onuncu sayfadaki karmaşık matematik problemini algıladı.,Onuncu sayfadaki karmaşık matematik problemini kavradı.,Onuncu sayfadaki karmaşık matematik problemini algılamadı.,Onuncu sayfadaki karmaşık matematik problemini kavramadı.,"Onuncu sayfadaki karmaşık matematik problemini algıladı, hatta kavradı.","Onuncu sayfadaki karmaşık matematik problemini algıladı, belki de kavradı.",Onuncu sayfadaki karmaşık matematik problemini algıladı ama kavramadı.,"Onuncu sayfadaki karmaşık matematik problemini kavramadı, hatta algılamadı bile.","Onuncu sayfadaki karmaşık matematik problemini kavramadı, belki algılamadı bile.",Onuncu sayfadaki karmaşık matematik problemini kavramadı ama algıladı.
algılamak-kavramak,Yeni gelen çocuğun amacını algılamış.,Yeni gelen çocuğun amacını kavramış.,Yeni gelen çocuğun amacını algılamamış.,Yeni gelen çocuğun amacını kavramamış.,"Yeni gelen çocuğun amacını algılamış, hatta kavramış.","Yeni gelen çocuğun amacını algılamış, belki de kavramış.",Yeni gelen çocuğun amacını algılamış ama kavramamış.,"Yeni gelen çocuğun amacını kavramamış, hatta algılamamış bile.","Yeni gelen çocuğun amacını kavramamış, belki algılamamış bile.",Yeni gelen çocuğun amacını kavramamış ama algılamış.
algılamak-kavramak,Yönetmenin son sanat filminin alt metnini algıladım.,Yönetmenin son sanat filminin alt metnini kavradım.,Yönetmenin son sanat filminin alt metnini algılamadım.,Yönetmenin son sanat filminin alt metnini kavramadım.,"Yönetmenin son sanat filminin alt metnin algıladım, hatta kavradım.","Yönetmenin son sanat filminin alt metnini algıladım, belki de kavradım.",Yönetmenin son sanat filminin alt metnini algıladım ama kavramadım.,"Yönetmenin son sanat filminin alt metnini kavramadım, hatta algılamadım bile.","Yönetmenin son sanat filminin alt metnini kavramadım, belki algılamadım bile.",Yönetmenin son sanat filminin alt metnini kavramadım ama algıladım.
algılamak-kavramak,Yeni gelen öğrencinin zorluklarını algıladık.,Yeni gelen öğrencinin zorluklarını kavradık.,Yeni gelen öğrencinin zorluklarını algılamadık.,Yeni gelen öğrencinin zorluklarını kavramadık.,"Yeni gelen öğrencinin zorluklarını algıladık, hatta kavradık.","Yeni gelen öğrencinin zorluklarını algıladık, belki de kavradık.",Yeni gelen öğrencinin zorluklarını algıladık ama kavramadık.,"Yeni gelen öğrencinin zorluklarını kavramadık, hatta algılamadık bile.","Yeni gelen öğrencinin zorluklarını kavramadık, belki algılamadık bile.",Yeni gelen öğrencinin zorluklarını kavramadık ama algıladık.
algılamak-kavramak,Gözleriyle gördüğü resmi algıladı.,Gözleriyle gördüğü resmi kavradı.,Gözleriyle gördüğü resmi algılamadı.,Gözleriyle gördüğü resmi kavramadı.,"Gözleriyle gördüğü resmi algıladı, hatta kavradı.","Gözleriyle gördüğü resmi algıladı, belki de kavradı.",Gözleriyle gördüğü resmi algıladı ama kavramadı.,"Gözleriyle gördüğü resmi kavramadı, hatta algılamadı bile.","Gözleriyle gördüğü resmi kavramadı, belki algılamadı bile.",Gözleriyle gördüğü resmi kavramadı ama algıladı.
