ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
3,339,3,a little-much,I didn't finish any part of the walking trail.,I didn't finish much of the walking trail.,entailment,0
3,339,4,a little-much,I finished much of the walking trail.,I finished a little of the walking trail.,entailment,0
3,339,5,a little-much,I didn't finish much of the walking trail.,I didn't finish any part of the walking trail.,neutral,1
3,339,6,a little-much,I finished a little of the walking trail.,I finished much of the walking trail.,neutral,1
3,339,7,a little-much,I finished much of the walking trail.,I didn't finish any part of the walking trail.,contradiction,2
3,339,8,a little-much,I didn't finish any part of the walking trail.,I finished much of the walking trail.,contradiction,2
5,383,1,thirty-sixty,They had fun with thirty people later in the night.,They didn't have fun with sixty people later in the night.,implicature,3
5,383,2,thirty-sixty,They didn't have fun with more than thirty people later in the night.,They had fun with thirty people later in the night.,implicature,3
5,383,3,thirty-sixty,They didn't have fun with thirty people later in the night.,They didn't have fun with sixty people later in the night.,entailment,0
5,383,4,thirty-sixty,They had fun with sixty people later in the night.,They had fun with thirty people later in the night.,entailment,0
5,383,5,thirty-sixty,They didn't have fun with sixty people later in the night.,They didn't have fun with thirty people later in the night.,neutral,1
5,383,6,thirty-sixty,They had fun with thirty people later in the night.,They had fun with sixty people later in the night.,neutral,1
5,383,7,thirty-sixty,They had fun with sixty people later in the night.,They didn't have fun with thirty people later in the night.,contradiction,2
5,383,8,thirty-sixty,They didn't have fun with thirty people later in the night.,They had fun with sixty people later in the night.,contradiction,2
5,383,9,thirty-sixty-c,They didn't have fun with thirty people later in the night.,They had fun with less than thirty people later in the night.,implicature,3
5,383,10,thirty-sixty-c,They didn't have fun with thirty people later in the night.,They had fun with at most twenty nine people later in the night.,implicature,3
5,383,11,thirty-sixty-c,They didn't have fun with thirty people later in the night.,They had fun with at least one person later in the night.,implicature,3
2,81,1,attempt-succeed ,Attempting to pass this test was attempted.,Attempting to pass this test was not succeeded.,implicature,3
2,81,2,attempt-succeed ,Attempting to pass this test was not succeeded.,Attempting to pass this test was attempted.,implicature,3
2,81,3,attempt-succeed ,Attempting to pass this test was not attempted.,Attempting to pass this test was not succeeded.,entailment,0
2,81,4,attempt-succeed ,Attempting to pass this test was succeeded.,Attempting to pass this test was attempted.,entailment,0
2,81,5,attempt-succeed ,Attempting to pass this test was not succeeded.,Attempting to pass this test was not attempted.,neutral,1
2,81,6,attempt-succeed ,Attempting to pass this test was attempted.,Attempting to pass this test was succeeded.,neutral,1
2,81,7,attempt-succeed ,Attempting to pass this test was succeeded.,Attempting to pass this test was not attempted.,contradiction,2
2,81,8,attempt-succeed ,Attempting to pass this test was not attempted.,Attempting to pass this test was succeeded.,contradiction,2
2,438,1,cool-shiver,We cooled in the city park.,We didn't shiver in the city park.,implicature,3
2,438,2,cool-shiver,We didn't shiver in the city park.,We cooled in the city park.,implicature,3
2,438,3,cool-shiver,We didn't cool in the city park.,We didn't shiver in the city park.,entailment,0
2,438,4,cool-shiver,We shivered in the city park.,We cooled in the city park.,entailment,0
2,438,5,cool-shiver,We didn't shiver in the city park.,We didn't cool in the city park.,neutral,1
2,438,6,cool-shiver,We cooled in the city park.,We shivered in the city park.,neutral,1
2,438,7,cool-shiver,We shivered in the city park.,We didn't cool in the city park.,contradiction,2
2,438,8,cool-shiver,We didn't cool in the city park.,We shivered in the city park.,contradiction,2
4,105,1,probably-certain,They probably would have sat at the breakfast table.,It is not certain that they would have sat at the breakfast table.,implicature,3
4,105,2,probably-certain,It is not certain that they would have sat at the breakfast table.,They probably would have sat at the breakfast table.,implicature,3
4,105,3,probably-certain,They probably wouldn't have sat at the breakfast table.,It is not certain that they would have sat at the breakfast table.,entailment,0
4,105,4,probably-certain,It is certain that they would have sat at the breakfast table.,They probably would have sat at the breakfast table.,entailment,0
4,105,5,probably-certain,It is not certain that they would have sat at the breakfast table.,They probably wouldn't have sat at the breakfast table.,neutral,1
4,105,6,probably-certain,They probably would have sat at the breakfast table.,It is certain that they would have sat at the breakfast table.,neutral,1
4,105,7,probably-certain,It is certain that they would have sat at the breakfast table.,They probably wouldn't have sat at the breakfast table.,contradiction,2
4,105,8,probably-certain,They probably wouldn't have sat at the breakfast table.,It is certain that they would have sat at the breakfast table.,contradiction,2
3,386,1,a few-most,A few of the dogs are sick.,Most of the dogs are not sick.,implicature,3
3,386,2,a few-most,Most of the dogs are not sick.,A few of the dogs are sick.,implicature,3
3,386,3,a few-most,None of the dogs are sick.,Most of the dogs are not sick.,entailment,0
3,386,4,a few-most,Most of the dogs are sick.,A few of the dogs are sick.,entailment,0
3,386,5,a few-most,Most of the dogs are not sick.,None of the dogs are sick.,neutral,1
3,386,6,a few-most,A few of the dogs are sick.,Most of the dogs are sick.,neutral,1
3,386,7,a few-most,Most of the dogs are sick.,None of the dogs are sick.,contradiction,2
3,386,8,a few-most,None of the dogs are sick.,Most of the dogs are sick.,contradiction,2
3,448,1,some-most,Some of their screws are loose.,Most of their screws are not loose.,implicature,3
3,448,2,some-most,Most of their screws are not loose.,Some of their screws are loose.,implicature,3
3,448,3,some-most,None of their screws are loose.,Most of their screws are not loose.,entailment,0
3,448,4,some-most,Most of their screws are loose.,Some of their screws are loose.,entailment,0
3,448,5,some-most,Most of their screws are not loose.,None of their screws are loose.,neutral,1
3,448,6,some-most,Some of their screws are loose.,Most of their screws are loose.,neutral,1
3,448,7,some-most,Most of their screws are loose.,None of their screws are loose.,contradiction,2
3,448,8,some-most,None of their screws are loose.,Most of their screws are loose.,contradiction,2
3,354,1,a few-most,He dusted a few shelves.,He did not dust most shelves.,implicature,3
3,354,2,a few-most,He did not dust most shelves.,He dusted a few shelves.,implicature,3
3,354,3,a few-most,He did not dust any shelves.,He did not dust most shelves.,entailment,0
3,354,4,a few-most,He dusted most shelves.,He dusted a few shelves.,entailment,0
3,354,5,a few-most,He did not dust most shelves.,He did not dust any shelves.,neutral,1
3,354,6,a few-most,He dusted a few shelves.,He dusted most shelves.,neutral,1
3,354,7,a few-most,He dusted most shelves.,He did not dust any shelves.,contradiction,2
3,354,8,a few-most,He did not dust any shelves.,He dusted most shelves.,contradiction,2
2,186,1,perceive-grasp ,He perceived the nuances in Polish thanks to this dictionary.,He didn't grasp the nuances in Polish thanks to this dictionary.,implicature,3
2,186,2,perceive-grasp ,He didn't grasp the nuances in Polish thanks to this dictionary.,He perceived the nuances in Polish thanks to this dictionary.,implicature,3
2,186,3,perceive-grasp ,He didn't perceive the nuances in Polish thanks to this dictionary.,He didn't grasp the nuances in Polish thanks to this dictionary.,entailment,0
2,186,4,perceive-grasp ,He grasped the nuances in Polish thanks to this dictionary.,He perceived the nuances in Polish thanks to this dictionary.,entailment,0
2,186,5,perceive-grasp ,He didn't grasp the nuances in Polish thanks to this dictionary.,He didn't perceive the nuances in Polish thanks to this dictionary.,neutral,1
2,186,6,perceive-grasp ,He perceived the nuances in Polish thanks to this dictionary.,He grasped the nuances in Polish thanks to this dictionary.,neutral,1
2,186,7,perceive-grasp ,He grasped the nuances in Polish thanks to this dictionary.,He didn't perceive the nuances in Polish thanks to this dictionary.,contradiction,2
2,186,8,perceive-grasp ,He didn't perceive the nuances in Polish thanks to this dictionary.,He grasped the nuances in Polish thanks to this dictionary.,contradiction,2
